rmcase,type,adult,month,whtdy,wchma,nmcrb
3373,2,1,3,10,4,5
3373,2,1,3,20,4,4
3373,2,1,4,27,4,5
3374,2,1,3,21,15,3
3375,2,1,2,29,4,3
3375,2,1,2,30,4,2
3375,2,1,2,31,4,5
3375,2,1,3,19,4,5
3375,2,1,3,20,4,5
3375,2,1,3,21,4,5
3376,2,1,2,28,4,2
3376,2,1,2,29,4,5
3376,2,1,3,18,4,3
3376,2,1,3,19,4,5
3376,2,1,3,20,4,5
3376,2,1,3,21,4,5
3377,2,1,2,20,5,5
3377,2,1,2,21,5,2
3378,2,1,2,21,4,5
3379,2,1,2,3,12,3
3379,2,1,2,3,12,3
3379,2,1,2,20,4,3
3379,2,1,2,20,4,3
3380,2,1,2,20,4,4
3380,2,1,2,21,4,5
3380,2,1,2,22,4,5
3381,2,1,2,4,10,5
3381,2,1,3,20,10,5
3382,2,1,2,20,4,5
3383,2,1,3,19,4,3
3383,2,1,3,20,4,5
3384,2,1,3,18,4,5
3384,2,1,4,32,4,5
3384,2,1,4,32,4,5
3385,2,1,3,17,10,2
3385,2,1,3,18,10,2
3386,2,1,2,17,1,4
3387,2,1,2,1,7,5
3387,2,1,2,2,8,5
3387,2,1,2,9,8,5
3387,2,1,2,16,8,5
3388,2,1,2,15,4,5
3388,2,1,2,16,4,5
3389,2,1,2,16,8,4
3390,2,1,2,2,8,5
3390,2,1,2,5,8,5
3390,2,1,2,16,7,5
3391,2,1,3,16,4,25
3392,2,1,2,15,4,4
3393,2,1,2,6,7,5
3393,2,1,2,7,7,5
3393,2,1,2,8,7,5
3393,2,1,2,9,7,5
3393,2,1,2,9,7,5
3393,2,1,2,10,7,5
3393,2,1,2,13,7,5
3393,2,1,2,14,7,5
3393,2,1,2,15,7,5
3394,2,1,2,15,4,3
3394,2,1,3,18,4,2
3394,2,1,3,27,4,3
3395,2,1,2,15,7,1
3396,2,1,2,15,4,5
3396,2,1,3,15,4,5
3396,2,1,4,15,4,5
3397,2,1,2,15,6,5
3398,2,1,3,17,4,15
3398,2,1,4,14,4,15
3399,2,1,2,14,4,3
3400,2,1,2,13,7,2
3401,2,1,2,13,8,3
3402,2,1,3,12,7,5
3403,2,1,4,12,3,4
3403,2,1,4,12,3,5
3404,2,1,2,28,4,5
3404,2,1,2,29,4,5
3404,2,1,3,11,4,1
3405,2,1,2,1,5,4
3405,2,1,3,10,4,4
3406,2,1,3,10,4,4
3407,2,1,2,10,4,1
3408,2,1,2,10,3,6
3408,2,1,3,10,3,4
3408,2,1,3,30,3,1
3409,2,1,2,13,5,1
3409,2,1,3,10,5,4
3410,2,1,4,10,4,1
3411,2,1,2,32,4,4
3411,2,1,2,32,4,4
3411,2,1,2,32,4,4
3411,2,1,3,9,4,2
3411,2,1,3,32,4,4
3412,2,1,2,8,6,2
3413,2,1,2,16,4,5
3413,2,1,2,16,4,5
3413,2,1,2,17,4,5
3413,2,1,3,8,8,1
3414,2,1,3,8,7,10
3415,2,1,2,7.891522,10,4
3415,2,1,3,19,10,4
3415,2,1,4,12,10,4
3415,2,1,6,1,10,1
3416,2,1,2,7,5,5
3416,2,1,2,8,5,5
3417,2,1,2,6,3,4
3417,2,1,2,7,3,1
3418,2,1,2,7,7,2
3418,2,1,2,17,7,3
3418,2,1,3,4,7,1
3419,2,1,6,7,7,5
3420,2,1,3,7,6,5
3421,2,1,2,7,7,5
3421,2,1,2,8,7,5
3421,2,1,2,9,7,5
3421,2,1,2,10,7,4
3422,2,1,2,6,7,1
3422,2,1,2,25,8,5
3423,2,1,3,5,8,5
3424,2,1,3,4,4,5
3424,2,1,3,5,4,5
3425,2,1,2,5,3,5
3425,2,1,2,13,6,5
3426,2,1,2,5,6,5
3426,2,1,4,2,10,2
3427,2,1,2,5,4,4
3428,2,1,3,5,7,1
3429,2,1,3,5,5,6
3430,2,1,2,5,6,2
3430,2,1,2,10,7,5
3430,2,1,3,28,7,5
3431,2,1,2,5,4,5
3432,2,1,2,4,7,4
3432,2,1,2,5,7,5
3433,2,1,2,4,3,5
3434,2,1,2,4,3,5
3435,2,1,2,4,5,4
3436,2,1,4,2,3,1
3436,2,1,4,3,3,2
3436,2,1,4,4,3,2
3437,2,1,2,4,6,3
3437,2,1,2,5,6,4
3438,2,1,2,4,5,2
3438,2,1,2,5,5,3
3439,2,1,2,32,7,2
3439,2,1,2,32,7,3
3439,2,1,3,15,7,5
3439,2,1,4,4,7,5
3440,2,1,2,4,12,3
3441,2,1,2,4,10,5
3441,2,1,3,19,10,5
3442,2,1,2,4,3,5
3442,2,1,2,5,3,5
3443,2,1,4,3,11,5
3443,2,1,4,4,4,5
3444,2,1,3,3,5,2
3444,2,1,4,1,5,1
3445,2,1,2,3,4,3
3446,2,1,2,3,5,5
3446,2,1,2,32,5,5
3447,2,1,3,3,6,3
3447,2,1,3,10,6,5
3447,2,1,3,11,6,3
3447,2,1,3,17,6,3
3448,2,1,2,3,5,5
3448,2,1,2,9,5,5
3448,2,1,2,10,5,5
3448,2,1,2,14,5,5
3448,2,1,2,16,5,5
3448,2,1,2,23,5,5
3448,2,1,2,30,5,5
3448,2,1,2,31,5,5
3448,2,1,3,6,5,5
3449,2,1,2,2,10,5
3450,2,1,2,2,5,5
3450,2,1,2,3,5,5
3450,2,1,2,4,5,5
3451,2,1,4,2,7,4
3452,2,1,2,2,7,5
3452,2,1,3,5,7,5
3452,2,1,3,32,7,5
3452,2,1,3,32,7,32
3452,2,1,3,32,7,32
3453,2,1,2,2,7,5
3453,2,1,2,9,8,5
3453,2,1,2,16,8,5
3454,2,1,6,2,3,2
3455,2,1,2,2,4,3
3456,2,1,2,2,5,5
3457,2,1,2,2,4,2
3458,2,1,2,2,5,4
3458,2,1,2,15,5,4
3458,2,1,2,23,5,5
3458,2,1,2,27,3,5
3458,2,1,3,4,3,2
3458,2,1,4,2,3,4
3459,2,1,2,1,6,1
3459,2,1,2,2,8,6
3460,2,1,2,2,6,4
3461,2,1,2,1,2,4
3461,2,1,2,3,2,3
3461,2,1,3,12,2,1
3462,2,1,6,1,4,1
3463,2,1,2,1,6,5
3463,2,1,3,9,6,45
3464,2,1,3,20,6,5
3464,2,1,4,1,6,5
3465,2,1,2,1,6,5
3465,2,1,2,2,6,5
3466,2,1,2,1,10,4
3467,2,1,3,5,6,2
3467,2,1,4,1,6,1
3468,2,1,2,1,9,5
3468,2,1,2,2,9,5
3468,2,1,2,32,9,5
3468,2,1,2,32,9,5
3469,2,1,4,1,4,2
3469,2,1,4,2,4,2
3470,2,1,3,25,4,4
3470,2,1,3,31,4,5
3470,2,1,4,1,4,5
3471,2,1,4,1,4,5
3472,2,1,2,1,5,3
3472,2,1,2,2,5,3
3473,2,1,3,4,5,5
3473,2,1,3,5,5,5
3473,2,1,3,6,5,5
3473,2,1,3,19,5,5
3473,2,1,3,20,5,5
3473,2,1,4,1,5,5
3473,2,1,4,2,5,5
3473,2,1,4,3,5,5
3473,2,1,6,20,5,5
3474,2,1,2,1,7,4
3475,2,1,2,1,6,5
3475,2,1,2,32,6,5
3624,2,1,3,,6,9
4138,1,2,2,32,5,5
4139,1,2,2,32,6,5
4139,1,2,2,32,6,5
4141,1,2,2,32,6,5
4141,1,2,3,32,15,5
4141,1,2,3,32,15,5
4141,1,2,4,3,15,2
4142,1,2,2,18,15,4
4142,1,2,4,2,15,4
4143,1,2,2,21,15,3
4144,1,2,6,32,15,3
4149,1,2,2,6,5,3
4152,1,2,2,30,4,5
4153,1,2,3,21,4,4
4153,1,2,3,25,4,4
4155,1,2,2,22,6,2
4158,1,2,2,22,6,2
4161,1,2,4,1,4,2
4161,1,2,4,3,4,1
4167,1,2,3,27,4,3
4167,1,2,4,2,4,5
4167,1,2,4,3,4,1
4180,1,2,3,10,4,22
4180,1,2,3,21,4,11
4180,1,2,3,24,4,15
4202,1,2,4,2,4,3
4202,1,2,4,3,4,5
4210,1,2,3,2,4,3
4210,1,2,3,4,4,3
4210,1,2,3,7,4,4
4210,1,2,3,9,4,4
4210,1,2,3,9,4,4
4211,1,2,3,16,4,4
4212,1,2,3,16,4,5
4217,1,2,4,1,6,2
4228,1,2,2,32,13,5
4228,1,2,2,32,13,5
4237,1,2,6,32,15,4
4242,1,2,2,32,4,4
4249,1,2,3,25,6,5
4249,1,2,3,26,6,5
4253,1,2,3,27,4,5
4254,1,2,3,27,4,5
4256,1,2,2,32,2,2
4267,1,2,2,16,4,2
4268,1,2,2,31,4,5
4268,1,2,3,1,4,5
4270,1,2,6,32,4,2
4272,1,2,3,28,6,1
4273,1,2,2,9,6,1
4275,1,2,2,28,4,5
4275,1,2,2,29,4,4
4275,1,2,3,28,4,5
4276,1,2,2,3,3,5
4281,1,2,3,21,4,4
4281,1,2,3,25,4,4
4297,1,2,3,27,4,1
4298,1,2,2,27,2,5
4298,1,2,2,28,2,5
4298,1,2,2,29,2,5
4301,1,2,2,32,6,5
4301,1,2,2,32,6,5
4314,1,2,2,4,15,2
4318,1,2,3,25,4,2
4318,1,2,3,26,4,1
4318,1,2,3,27,4,5
4318,1,2,4,1,4,4
4318,1,2,4,2,4,5
4318,1,2,4,5,4,5
4322,1,2,2,6,6,2
4322,1,2,2,7,6,2
4324,1,2,2,6,6,2
4324,1,2,2,7,6,2
4332,1,2,3,32,6,1
4347,1,2,3,3,5,5
4347,1,2,3,4,5,5
4347,1,2,3,5,5,5
4347,1,2,3,6,5,5
4347,1,2,3,7,5,5
4356,1,2,2,14,3,1
4356,1,2,2,15,3,5
4356,1,2,2,16,3,3
4361,1,2,4,2,4,3
4361,1,2,4,3,4,3
4368,1,2,2,5,6,5
4377,1,2,3,32,6,1
4377,1,2,4,32,6,2
4387,1,2,6,32,15,4
4388,1,2,2,23,4,4
4388,1,2,3,3,4,2
4406,1,2,2,1,3,10
4412,1,2,3,11,3,5
4416,1,2,3,32,4,5
4416,1,2,3,32,4,5
4416,1,2,3,32,4,5
4416,1,2,3,32,4,5
4416,1,2,3,32,4,5
4416,1,2,3,32,4,5
4416,1,2,3,32,4,5
4441,1,2,2,2,8,5
4441,1,2,2,2,7,5
4445,1,2,2,15,6,2
4445,1,2,2,23,6,1
4445,1,2,3,12,6,3
4445,1,2,3,26,6,2
4449,1,2,6,32,4,5
4451,1,2,2,32,4,5
4463,1,2,3,4,6,2
4467,1,2,2,3,6,4
4471,1,2,4,23,4,5
4471,1,2,4,24,4,5
4471,1,2,4,25,4,3
4478,1,2,2,9,6,4
4497,1,2,3,19,4,5
4499,1,2,2,32,2,2
4502,1,2,2,32,2,2
4508,1,2,2,10,9,5
4518,1,2,2,32,15,1
4533,1,2,2,15,4,5
4533,1,2,2,22,4,5
4535,1,2,4,32,7,5
4535,1,2,4,32,7,5
4535,1,2,4,32,7,5
4535,1,2,4,32,7,5
4536,1,2,3,22,4,5
4536,1,2,3,23,4,5
4536,1,2,3,24,4,5
4536,1,2,3,25,4,5
4536,1,2,3,26,4,5
4536,1,2,3,27,4,5
4536,1,2,3,28,4,5
4536,1,2,3,29,4,5
4536,1,2,3,30,4,5
4536,1,2,3,31,4,5
4536,1,2,4,1,4,5
4536,1,2,4,2,4,5
4547,1,2,2,2,10,4
4553,1,2,4,32,4,5
4555,1,2,6,32,4,4
4559,1,2,2,4,5,5
4563,1,2,6,32,4,5
4568,1,2,2,32,4,5
4580,1,2,2,15,5,5
4583,1,2,2,12,4,5
4585,1,2,3,32,9,2
4586,1,2,3,32,9,2
4596,1,2,2,32,4,5
4604,1,2,2,4,6,5
4604,1,2,2,5,6,5
4604,1,2,2,6,6,5
4604,1,2,2,7,6,5
4614,1,2,2,32,3,4
4614,1,2,3,32,3,2
4614,1,2,3,32,3,3
4618,1,2,3,16,15,3
4618,1,2,3,22,15,5
4618,1,2,3,23,15,2
4619,1,2,2,15,4,5
4619,1,2,2,16,4,5
4623,1,2,2,32,4,5
4623,1,2,3,32,4,5
4630,1,2,3,20,15,4
4636,1,2,3,26,12,7
4644,1,2,2,32,4,3
4644,1,2,2,32,4,3
4649,1,2,2,32,15,4
4649,1,2,2,32,7,4
4649,1,2,3,32,7,4
4649,1,2,3,32,7,4
4649,1,2,4,32,8,4
4649,1,2,4,32,7,4
4659,1,2,3,11,6,5
4671,1,2,2,32,4,5
4675,1,2,6,32,5,1
4676,1,2,6,32,8,4
4679,1,2,2,3,13,4
4683,1,2,3,32,4,3
4684,1,2,3,4,12,2
