rmcase,adult,wcat,type,GENDER,var619,var210,isscard,havecard,var620,var677,var678,var680,confirmcard,var626,var624,var627,var635,var228,var226,var659,var660,var646,month.1,whtdy.1,wchma.1,nmcrb.1,month.2,whtdy.2,wchma.2,nmcrb.2,month.3,whtdy.3,wchma.3,nmcrb.3,month.4,whtdy.4,wchma.4,nmcrb.4,month.5,whtdy.5,wchma.5,nmcrb.5,month.6,whtdy.6,wchma.6,nmcrb.6,month.7,whtdy.7,wchma.7,nmcrb.7,month.8,whtdy.8,wchma.8,nmcrb.8,month.9,whtdy.9,wchma.9,nmcrb.9,month.10,whtdy.10,wchma.10,nmcrb.10,month.11,whtdy.11,wchma.11,nmcrb.11,month.12,whtdy.12,wchma.12,nmcrb.12,month.13,whtdy.13,wchma.13,nmcrb.13,month.14,whtdy.14,wchma.14,nmcrb.14,month.15,whtdy.15,wchma.15,nmcrb.15,month.16,whtdy.16,wchma.16,nmcrb.16
1166,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,3,,,3,21,6,5,3,24,6,5,3,28,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,1,1,2,2,1,1,1,4,,,,,,,,,,,,,,3,2,28,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,1,1,2,1,1,1,1,1,3,,,,,,,,,,,,,1,3,28,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,3,,,3,27,4,5,3,28,4,5,3,31,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,1,1,2,1,1,1,1,4,,,,,,,,,,,,,,5,2,27,4,5,2,28,4,5,2,29,4,5,2,30,4,5,2,31,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,2,,,2,27,5,5,2,28,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,6,,,3,27,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,3,,,3,18,3,5,3,19,3,5,3,27,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,1,1,2,1,1,1,1,1,3,,,,,,,,,,,,,3,2,27,3,5,2,28,3,5,2,29,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,1,1,2,1,1,1,1,4,,,,,,,,,,,,,,6,3,7,8,5,3,20,8,2,3,27,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,6,,,2,2,9,3,2,3,9,5,2,9,9,5,2,23,9,5,2,27,9,5,3,27,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,1,1,2,1,1,1,1,4,,,,,,,,,,,,,,5,2,27,6,3,2,28,6,2,2,29,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,1,1,2,1,1,1,1,1,3,,,,,,,,,,,,,5,2,14,6,3,2,27,6,3,2,28,6,4,3,11,6,2,3,26,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,1,1,2,1,1,1,1,1,3,,,,,,,,,,,,,2,3,26,4,4,4,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,2,,,2,26,4,5,2,27,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,4,,,2,10,9,2,2,18,8,1,3,20,8,1,3,26,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,1,1,2,2,1,1,1,4,,,,,,,,,,,,,,2,3,25,5,4,3,26,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,1,1,2,1,1,1,1,4,,,,,,,,,,,,,,5,3,25,7,5,3,26,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,1,1,2,1,1,1,1,1,3,,,,,,,,,,,,,2,3,25,4,2,3,27,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,3,,,2,10,7,1,2,21,7,2,3,25,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,1,1,2,2,1,1,1,1,1,,,,1,,1,1,1,1,1,2,,,3,25,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,1,1,2,1,1,1,1,1,3,,,,,,,,,,,,,1,3,24,4,5,3,25,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,10,,,2,13,4,1,2,23,4,2,2,24,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,1,1,2,1,1,1,1,4,,,,,,,,,,,,,,4,3,24,4,3,3,26,4,4,4,2,4,5,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,1,1,2,1,1,1,1,1,1,,,,1,,3,,1,1,1,5,,,3,24,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,3,,,3,20,5,5,3,21,5,5,3,24,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,1,1,2,2,1,1,1,1,1,,,,1,,1,1,1,1,1,3,,,3,20,5,5,3,21,5,5,3,24,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,4,,,2,22,4,1,2,23,4,2,3,15,4,3,3,24,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,1,,,2,23,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,1,1,2,2,1,1,1,4,,,,,,,,,,,,,,10,2,16,5,5,2,23,5,5,3,6,5,5,3,14,6,5,3,20,5,5,4,23,5,5,6,32,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,4,,,2,23,4,5,3,4,4,5,3,30,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,1,1,2,1,1,1,1,1,4,,,,,,,,,,,,,1,2,23,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,2,,,2,23,8,5,3,6,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,1,,,2,23,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,1,1,2,1,1,1,1,4,,,,,,,,,,,,,,5,2,4,5,4,3,3,5,3,4,23,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,8,,,2,7,6,5,2,8,6,5,2,14,6,5,2,25,6,5,3,15,6,5,3,22,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,1,1,2,1,1,1,1,1,4,,,,,,,,,,,,,1,6,22,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,1,,,2,22,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,1,1,2,1,1,1,1,4,,,,,,,,,,,,,,7,2,22,4,3,3,4,4,2,3,12,4,2,3,13,4,2,3,25,4,3,3,26,4,2,3,27,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,1,1,2,2,1,1,1,1,3,,,,,,,,,,,,,5,3,22,4,3,3,24,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,1,1,2,2,1,1,1,1,3,,,,,,,,,,,,,1,2,22,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,2,,,2,22,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,10,,,2,21.2223,5,5,3,12,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,1,1,2,1,1,1,1,4,,,,,,,,,,,,,,2,3,21,11,1,3,28,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,1,1,2,1,1,1,1,4,,,,,,,,,,,,,,1,2,21,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,2,,,2,21,4,1,2,22,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,3,,,2,21,6,5,3,4,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,1,1,2,1,1,1,1,4,,,,,,,,,,,,,,2,2,21,3,4,3,11,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,1,1,2,1,1,1,1,4,,,,,,,,,,,,,,15,2,21,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,1,,,2,21,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,1,1,2,1,1,1,1,4,,,,,,,,,,,,,,7,2,21,4,3,2,22,4,2,2,24,4,3,2,25,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,1,1,2,1,1,1,1,4,,,,,,,,,,,,,,4,2,21,4,5,2,22,4,5,3,5,4,5,3,6,4,5,3,8,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,1,1,2,1,1,1,1,1,3,,,,,,,,,,,,,3,3,21,6,5,4,8,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,1,1,2,1,1,1,1,4,,,,,,,,,,,,,,3,2,20,7,4,2,21,7,3,2,22,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,1,1,2,1,1,1,1,1,3,,,,,,,,,,,,,5,2,20,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,2,,,3,19,4,1,3,20,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,1,,,3,20,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,1,1,2,1,1,1,1,1,3,,,,,,,,,,,,,5,3,20,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,5,,,2,9,7,5,2,16,7,5,2,30,7,5,3,6,7,5,3,20,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,1,1,2,1,1,1,1,4,,,,,,,,,,,,,,2,3,20,4,5,3,21,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,4,,,2,28,4,3,2,29,4,1,3,19,6,5,3,20,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,1,,,2,20,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,3,,,2,2,9,2,3,6,9,1,3,20,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,2,,,3,20,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,2,,,3,20,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,1,1,2,2,1,1,1,1,1,,,,1,,1,1,1,1,1,4,,,2,20,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,1,1,2,1,1,1,1,1,3,,,,,,,,,,,,,15,3,20,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,1,1,2,1,1,1,1,4,,,,,,,,,,,,,,4,3,16,3,5,3,17,3,5,3,18,3,5,3,19,3,5,3,20,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,1,,,3,20,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,1,1,2,1,1,1,1,4,,,,,,,,,,,,,,1,4,20,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,1,,,3,20,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,2,,,3,19,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,1,,,3,19,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,4,,,3,19,4,18,3,26,4,23,4,9,4,5,4,16,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,1,1,2,2,1,1,1,4,,,,,,,,,,,,,,1,3,19,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,1,1,2,1,1,1,1,4,,,,,,,,,,,,,,4,2,19,4,3,2,21,4,4,2,22,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,1,1,2,1,1,1,1,1,3,,,,,,,,,,,,,1,3,19,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,1,1,2,1,1,1,1,4,,,,,,,,,,,,,,1,3,19,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,1,1,2,1,1,1,1,1,4,,,,,,,,,,,,,3,3,3,9,2,3,19,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,1,1,2,1,1,1,1,1,3,,,,,,,,,,,,,3,2,22,4,4,3,6,4,2,3,19,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,2,,,3,19,7,5,4,2,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,1,1,2,1,1,1,1,1,3,,,,,,,,,,,,,2,3,19,4,5,3,20,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,3,,,2,5,4,5,2,19,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,1,1,2,2,1,1,1,1,4,,,,,,,,,,,,,1,2,19,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,1,1,2,2,1,1,1,1,1,,,,1,,1,1,1,1,1,3,,,2,6,4,5,2,21,4,5,3,18,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,1,,,3,18,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,1,1,2,1,1,1,1,1,3,,,,,,,,,,,,,4,2,18,5,2,3,10,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,2,,,3,18,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,1,,,2,18,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,2,,,3,18,4,5,3,19,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,1,1,2,2,1,1,1,1,3,,,,,,,,,,,,,3,2,2,5,4,3,18,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,2,,,2,2,7,3,2,17,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,7,,,2,2,5,2,2,3,5,5,2,7,5,5,2,10,5,5,2,15,5,5,2,16,5,5,2,17,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,8,,,2,17,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,1,1,2,1,1,1,1,1,3,,,,,,,,,,,,,5,2,9,8,1,2,10,8,2,2,14,7,2,2,15,7,3,2,16,8,2,2,17,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,1,1,2,2,1,1,1,1,3,,,,,,,,,,,,,1,2,17,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,1,1,2,1,1,1,1,4,,,,,,,,,,,,,,2,2,15,10,1,2,16,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,6,,,2,16,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,2,,,2,16,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,1,1,2,1,1,1,1,4,,,,,,,,,,,,,,4,3,16,3,4,3,17,3,4,3,18,3,4,3,19,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,1,1,2,2,1,1,1,1,1,,,,1,,1,1,1,1,1,2,,,2,15,4,2,2,16,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,1,1,2,1,1,1,1,4,,,,,,,,,,,,,,1,2,16,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,1,1,2,1,1,1,1,4,,,,,,,,,,,,,,3,2,16,4,5,3,5,4,5,3,19,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,3,,,3,16,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,1,1,2,1,1,1,1,1,3,,,,,,,,,,,,,2,2,15,7,3,2,16,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,2,,,2,16,8,3,3,13,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,1,,,2,16,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,1,1,2,1,1,1,1,4,,,,,,,,,,,,,,1,2,16,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,2,,,2,2,9,2,2,16,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,2,,,2,16,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,2,,,2,16,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,2,,,2,16,4,5,3,32,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,1,,,2,16,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,2,,,2,15,4,5,2,16,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,1,1,2,2,1,1,1,4,,,,,,,,,,,,,,2,3,16,4,4,3,32,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,1,1,2,1,1,1,1,1,3,,,,,,,,,,,,,10,2,16,8,5,2,17,8,5,2,23,8,5,2,24,8,5,2,30,8,5,2,31,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,1,1,2,1,1,1,1,1,1,,,,1,,1,1,1,1,1,2,,,2,16,4,3,4,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,1,1,2,1,1,1,1,4,,,,,,,,,,,,,,2,3,16,15,2,3,17,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,1,1,2,1,1,1,1,1,3,,,,,,,,,,,,,2,2,15,10,2,2,16,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,1,1,2,2,1,1,1,1,3,,,,,,,,,,,,,5,2,15,4,2,2,18,4,3,2,19,4,3,2,20,4,2,2,21,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,1,1,2,1,1,1,1,4,,,,,,,,,,,,,,2,3,15,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
